0.000000000000000000e+00,0.000000000000000000e+00
5.252256144975565633e+01,0.000000000000000000e+00
5.262253790565625167e+01,1.899428354650547959e-03
5.272237041329054108e+01,7.589510873598508470e-03
5.282191687906759370e+01,1.704581602009621125e-02
5.292103885293350629e+01,3.022820281406531084e-02
5.301960319013166156e+01,4.708165836466865484e-02
5.311748353311874382e+01,6.753741341506189211e-02
5.321456157252585228e+01,9.151428477826392682e-02
5.331072805956675609e+01,1.189201864622795451e-01
5.340588355638735862e+01,1.496537484929411355e-01
5.349993892430234865e+01,1.836059837027592123e-01
5.359281556168131999e+01,2.206619474482859056e-01
5.368444541274329396e+01,2.607023424895066332e-01
5.377477077534812366e+01,3.036050301555951458e-01
5.386374394000213073e+01,3.492464185031755597e-01
5.395132669393984770e+01,3.975027076423264805e-01
5.403748972369076853e+01,4.482509811406910627e-01
5.412221194746654618e+01,5.013701399986956186e-01
5.420547980550401945e+01,5.567416818937417355e-01
5.428728653263389958e+01,6.142503331564789226e-01
5.436763143320514047e+01,6.737845443303799309e-01
5.444651917438905286e+01,7.352368623224234678e-01
5.452395911003570461e+01,7.985041932696225198e-01
5.459996464380055414e+01,8.634879705316833576e-01
5.467455263727651982e+01,9.300942418771293019e-01
5.474774286638024989e+01,9.982336891422820546e-01
5.481955752723724373e+01,1.067821592566227107e+00
5.489002079125155120e+01,1.138777750767337782e+00
5.495915840788009632e+01,1.211026366026301648e+00
5.502699735280189941e+01,1.284495903249158300e+00
5.509356551862068585e+01,1.359118929751657046e+00
5.515889144491112006e+01,1.434831941865248650e+00
5.522300408426556828e+01,1.511575183333340622e+00
5.528593260097719764e+01,1.589292459551479908e+00
5.534770619907103395e+01,1.667930950907061671e+00
5.540835397653835059e+01,1.747441027787884238e+00
5.546790480281797642e+01,1.827776069246471957e+00
5.552638721678273726e+01,1.908892286818506534e+00
5.558382934271697451e+01,1.990748554588619212e+00
5.564025882200086670e+01,2.073306246264558172e+00
5.569570275844288432e+01,2.156529079751382305e+00
5.575018767541710218e+01,2.240382969501497179e+00
5.580373948316503885e+01,2.324835886745737490e+00
5.585638345480948175e+01,2.409857727577759068e+00
5.590814420980003518e+01,2.495420188762377922e+00
5.595904570366668906e+01,2.581496651062439973e+00
5.600911122309859280e+01,2.668062069823689875e+00
5.605836338549158882e+01,2.755092872518763780e+00
5.610682414222054604e+01,2.842566862926606319e+00
5.615451478499212357e+01,2.930463131609367888e+00
5.620145595472169475e+01,3.018761972342932420e+00
5.624766765245551170e+01,3.107444804157784013e+00
5.629316925192701859e+01,3.196494098652213900e+00
5.633797951339558807e+01,3.285893312248897136e+00
5.638211659846765400e+01,3.375626823077417349e+00
5.642559808564519130e+01,3.465679872178624166e+00
5.646844098638553788e+01,3.556038508741237170e+00
5.651066176149039677e+01,3.646689539096258592e+00
5.655227633767107420e+01,3.737620479210071345e+00
5.659330012416220512e+01,3.828819510432578621e+00
5.663374802927797447e+01,3.920275438271735080e+00
5.667363447682340905e+01,4.011977653980562941e+00
5.671297342228945126e+01,4.103916098756874575e+00
5.675177836877408311e+01,4.196081230369431481e+00
5.679006238258354244e+01,4.288463992037150341e+00
5.682783810847756456e+01,4.381055783400110037e+00
5.686511778453112242e+01,4.473848433432602967e+00
5.690191325659223054e+01,4.566834175159202758e+00
5.693823599232141675e+01,4.660005622044915086e+00
5.697409709480363915e+01,4.753355745939897403e+00
5.700950731572756780e+01,4.846877856467984635e+00
5.704447706813079577e+01,4.940565581756426461e+00
5.707901643871242925e+01,5.034412850411834839e+00
5.711313519971687214e+01,5.128413874654368598e+00
5.714684282039473828e+01,5.222563134528695805e+00
5.718014847804824541e+01,5.316855363116332889e+00
5.721306106866978070e+01,5.411285532679550592e+00
5.724558921718336535e+01,5.505848841672176697e+00
5.727774128729934233e+01,5.600540702557462502e+00
5.730952539099334331e+01,5.695356730377541865e+00
5.734094939762086085e+01,5.790292732023144318e+00
5.737202094267902197e+01,5.885344696155951461e+00
5.740274743622730824e+01,5.980508783739503897e+00
5.743313607097897489e+01,6.075781319137770531e+00
5.746319383007487858e+01,6.171158781743463884e+00
5.749292749455134555e+01,6.266637798100926027e+00
5.752234365051344867e+01,6.362215134490950774e+00
5.755144869602498403e+01,6.457887689947258814e+00
5.758024884772603258e+01,6.553652489676478510e+00
